fold,epoch,train_loss_frontal,train_loss_lateral,val_loss_frontal,val_loss_lateral,acc_front,prec_front,recall_front,mcc_front,acc_lat,prec_lat,recall_lat,mcc_lat
2,1,0.7739880215486831,0.6918054561643205,0.7300048068512318,0.6559884756110436,0.5348837209302325,0.53125,0.7727272727272727,0.06695321632240675,0.6976744186046512,0.7142857142857143,0.6818181818181818,0.3961038961038961
2,2,0.6951699482618704,0.6321320911130962,0.7152882509453352,0.6778664588928223,0.4883720930232558,0.5,0.7727272727272727,-0.04521340558122164,0.7441860465116279,0.9230769230769231,0.5454545454545454,0.5418443444341683
2,3,0.6858301942165081,0.6388323359940884,0.70187517931295,0.6758046815561694,0.5581395348837209,0.5882352941176471,0.45454545454545453,0.12392413738969524,0.6976744186046512,0.8461538461538461,0.5,0.4405430104747368
2,4,0.6890771586514084,0.6324936973272696,0.6950827019159184,0.6433165322902591,0.627906976744186,0.75,0.4090909090909091,0.29669665750947327,0.7441860465116279,0.8235294117647058,0.6363636363636364,0.5045482736580449
2,5,0.6829249456789367,0.6164859177092828,0.6929842358411744,0.6323000400565392,0.5813953488372093,0.75,0.2727272727272727,0.22798897650444602,0.7906976744186046,0.8421052631578947,0.7272727272727273,0.5882478588180023
2,6,0.6724352074798042,0.6092516155637933,0.6925847558088081,0.6513827110445777,0.6046511627906976,0.7777777777777778,0.3181818181818182,0.2739400455803429,0.7441860465116279,0.8666666666666667,0.5909090909090909,0.5198641260410491
2,7,0.6678008617028682,0.6006530988851243,0.6941246418065803,0.7170149864152421,0.627906976744186,0.8,0.36363636363636365,0.31757311389798804,0.6511627906976745,0.8888888888888888,0.36363636363636365,0.3883033655799035
2,8,0.6676014510132152,0.5951360146674884,0.697101354598999,0.652142487293066,0.5581395348837209,0.6363636363636364,0.3181818181818182,0.14630517640822216,0.7441860465116279,0.8235294117647058,0.6363636363636364,0.5045482736580449
2,9,0.6696588023174443,0.5942633867969175,0.6852734144343886,0.714201548764872,0.6511627906976745,0.8181818181818182,0.4090909090909091,0.35956356913885107,0.627906976744186,0.875,0.3181818181818182,0.3475441715006799
2,10,0.6621106157641439,0.5964881160555506,0.7059587489726932,0.6513825045075528,0.5581395348837209,0.6666666666666666,0.2727272727272727,0.15957672558078226,0.7209302325581395,0.75,0.6818181818181818,0.4446865125964863
2,11,0.6590647076713968,0.6029645229232382,0.6727908503177554,0.6383123730504235,0.6744186046511628,0.75,0.5454545454545454,0.3670971280560066,0.813953488372093,0.7916666666666666,0.8636363636363636,0.6296430785126026
2,12,0.6472581170014375,0.5734445893552882,0.6876223724941875,0.6489117173261421,0.6744186046511628,0.8333333333333334,0.45454545454545453,0.4004198792404273,0.7674418604651163,1.0,0.5454545454545454,0.6078663227023354
2,13,0.6568094904606159,0.5590123784612622,0.6898483134979425,0.6199742500172105,0.627906976744186,0.75,0.4090909090909091,0.29669665750947327,0.813953488372093,0.9375,0.6818181818181818,0.6558503568317678
2,14,0.6524755707859288,0.5726077390845711,0.683643194132073,0.6447870565015216,0.627906976744186,0.75,0.4090909090909091,0.29669665750947327,0.7674418604651163,1.0,0.5454545454545454,0.6078663227023354
2,15,0.6434158488843568,0.5645220819309619,0.6903900892235512,0.6457779809486034,0.627906976744186,0.7142857142857143,0.45454545454545453,0.28169285152820994,0.7441860465116279,1.0,0.5,0.57282196186948
2,16,0.6469359517802854,0.5503045137111957,0.6880553808323172,0.6154650117075721,0.6976744186046512,0.8,0.5454545454545454,0.4222477180944766,0.8372093023255814,1.0,0.6818181818181818,0.7150969419341943
2,17,0.639397746007118,0.5626394434793461,0.679981786151265,0.6801348148390304,0.6511627906976745,0.8181818181818182,0.4090909090909091,0.35956356913885107,0.7209302325581395,1.0,0.45454545454545453,0.5378254348272379
2,18,0.6389269038770325,0.5610469935913763,0.67876072955686,0.6353078318196673,0.6511627906976745,0.8181818181818182,0.4090909090909091,0.35956356913885107,0.813953488372093,1.0,0.6363636363636364,0.6788335930269978
2,19,0.6379326761826961,0.5578780435246123,0.6875131268833958,0.6225018168604651,0.6046511627906976,0.7272727272727273,0.36363636363636365,0.25293437277353664,0.813953488372093,1.0,0.6363636363636364,0.6788335930269978
2,20,0.6291275514653448,0.5435549436941655,0.6784100075100743,0.6289081559624783,0.6744186046511628,0.8333333333333334,0.45454545454545453,0.4004198792404273,0.7906976744186046,1.0,0.5909090909090909,0.6431456783935997
